schema_version,study_id,pairing_group_id,arrival_level_id,input_sample_id,replication_id,scenario_ids,master_seed,arrival_seed,service_seed,routing_seed,tie_seed
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R011,MLE_BASE,LOCAL_WINDOW_HPP_BASE,11,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290111,202609290112,202609290113,202609290114
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R012,MLE_BASE,LOCAL_WINDOW_HPP_BASE,12,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290121,202609290122,202609290123,202609290124
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R013,MLE_BASE,LOCAL_WINDOW_HPP_BASE,13,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290131,202609290132,202609290133,202609290134
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R014,MLE_BASE,LOCAL_WINDOW_HPP_BASE,14,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290141,202609290142,202609290143,202609290144
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R015,MLE_BASE,LOCAL_WINDOW_HPP_BASE,15,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290151,202609290152,202609290153,202609290154
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R016,MLE_BASE,LOCAL_WINDOW_HPP_BASE,16,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290161,202609290162,202609290163,202609290164
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R017,MLE_BASE,LOCAL_WINDOW_HPP_BASE,17,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290171,202609290172,202609290173,202609290174
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R018,MLE_BASE,LOCAL_WINDOW_HPP_BASE,18,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290181,202609290182,202609290183,202609290184
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R019,MLE_BASE,LOCAL_WINDOW_HPP_BASE,19,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290191,202609290192,202609290193,202609290194
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R020,MLE_BASE,LOCAL_WINDOW_HPP_BASE,20,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290201,202609290202,202609290203,202609290204
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R021,MLE_BASE,LOCAL_WINDOW_HPP_BASE,21,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290211,202609290212,202609290213,202609290214
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R022,MLE_BASE,LOCAL_WINDOW_HPP_BASE,22,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290221,202609290222,202609290223,202609290224
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R023,MLE_BASE,LOCAL_WINDOW_HPP_BASE,23,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290231,202609290232,202609290233,202609290234
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R024,MLE_BASE,LOCAL_WINDOW_HPP_BASE,24,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290241,202609290242,202609290243,202609290244
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R025,MLE_BASE,LOCAL_WINDOW_HPP_BASE,25,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290251,202609290252,202609290253,202609290254
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R026,MLE_BASE,LOCAL_WINDOW_HPP_BASE,26,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290261,202609290262,202609290263,202609290264
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R027,MLE_BASE,LOCAL_WINDOW_HPP_BASE,27,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290271,202609290272,202609290273,202609290274
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R028,MLE_BASE,LOCAL_WINDOW_HPP_BASE,28,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290281,202609290282,202609290283,202609290284
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R029,MLE_BASE,LOCAL_WINDOW_HPP_BASE,29,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290291,202609290292,202609290293,202609290294
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R030,MLE_BASE,LOCAL_WINDOW_HPP_BASE,30,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290301,202609290302,202609290303,202609290304
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R031,MLE_BASE,LOCAL_WINDOW_HPP_BASE,31,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290311,202609290312,202609290313,202609290314
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R032,MLE_BASE,LOCAL_WINDOW_HPP_BASE,32,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290321,202609290322,202609290323,202609290324
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R033,MLE_BASE,LOCAL_WINDOW_HPP_BASE,33,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290331,202609290332,202609290333,202609290334
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R034,MLE_BASE,LOCAL_WINDOW_HPP_BASE,34,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290341,202609290342,202609290343,202609290344
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R035,MLE_BASE,LOCAL_WINDOW_HPP_BASE,35,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290351,202609290352,202609290353,202609290354
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R036,MLE_BASE,LOCAL_WINDOW_HPP_BASE,36,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290361,202609290362,202609290363,202609290364
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R037,MLE_BASE,LOCAL_WINDOW_HPP_BASE,37,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290371,202609290372,202609290373,202609290374
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R038,MLE_BASE,LOCAL_WINDOW_HPP_BASE,38,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290381,202609290382,202609290383,202609290384
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R039,MLE_BASE,LOCAL_WINDOW_HPP_BASE,39,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290391,202609290392,202609290393,202609290394
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R040,MLE_BASE,LOCAL_WINDOW_HPP_BASE,40,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290401,202609290402,202609290403,202609290404
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R041,MLE_BASE,LOCAL_WINDOW_HPP_BASE,41,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290411,202609290412,202609290413,202609290414
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R042,MLE_BASE,LOCAL_WINDOW_HPP_BASE,42,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290421,202609290422,202609290423,202609290424
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SV_CRN_BASE_R043,MLE_BASE,LOCAL_WINDOW_HPP_BASE,43,SERVICE_VARIABILITY_SCV000_ICV000|SERVICE_VARIABILITY_SCV000_ICV050|SERVICE_VARIABILITY_SCV000_ICV100|SERVICE_VARIABILITY_SCV050_ICV000|SERVICE_VARIABILITY_SCV050_ICV050|SERVICE_VARIABILITY_SCV050_ICV100|SERVICE_VARIABILITY_SCV100_ICV000|SERVICE_VARIABILITY_SCV100_ICV050|SERVICE_VARIABILITY_SCV100_ICV100,202607290000,202609290431,202609290432,202609290433,202609290434
