schema_version,study_id,pairing_group_id,arrival_level_id,input_sample_id,replication_id,scenario_ids,master_seed,arrival_seed,service_seed,routing_seed,tie_seed
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R011,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,11,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290111,202608290112,202608290113,202608290114
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R012,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,12,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290121,202608290122,202608290123,202608290124
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R013,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,13,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290131,202608290132,202608290133,202608290134
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R014,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,14,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290141,202608290142,202608290143,202608290144
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R015,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,15,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290151,202608290152,202608290153,202608290154
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R016,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,16,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290161,202608290162,202608290163,202608290164
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R017,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,17,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290171,202608290172,202608290173,202608290174
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R018,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,18,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290181,202608290182,202608290183,202608290184
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R019,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,19,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290191,202608290192,202608290193,202608290194
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R020,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,20,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290201,202608290202,202608290203,202608290204
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R021,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,21,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290211,202608290212,202608290213,202608290214
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R022,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,22,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290221,202608290222,202608290223,202608290224
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R023,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,23,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290231,202608290232,202608290233,202608290234
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R024,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,24,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290241,202608290242,202608290243,202608290244
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R025,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,25,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290251,202608290252,202608290253,202608290254
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R026,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,26,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290261,202608290262,202608290263,202608290264
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R027,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,27,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290271,202608290272,202608290273,202608290274
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R028,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,28,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290281,202608290282,202608290283,202608290284
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R029,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,29,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290291,202608290292,202608290293,202608290294
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R030,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,30,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290301,202608290302,202608290303,202608290304
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R031,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,31,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290311,202608290312,202608290313,202608290314
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R032,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,32,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290321,202608290322,202608290323,202608290324
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R033,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,33,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290331,202608290332,202608290333,202608290334
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R034,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,34,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290341,202608290342,202608290343,202608290344
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R035,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,35,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290351,202608290352,202608290353,202608290354
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R036,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,36,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290361,202608290362,202608290363,202608290364
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R037,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,37,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290371,202608290372,202608290373,202608290374
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R038,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,38,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290381,202608290382,202608290383,202608290384
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R039,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,39,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290391,202608290392,202608290393,202608290394
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R040,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,40,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290401,202608290402,202608290403,202608290404
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R041,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,41,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290411,202608290412,202608290413,202608290414
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R042,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,42,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290421,202608290422,202608290423,202608290424
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R043,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,43,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290431,202608290432,202608290433,202608290434
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R044,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,44,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290441,202608290442,202608290443,202608290444
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R045,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,45,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290451,202608290452,202608290453,202608290454
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R046,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,46,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290461,202608290462,202608290463,202608290464
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R047,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,47,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290471,202608290472,202608290473,202608290474
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R048,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,48,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290481,202608290482,202608290483,202608290484
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R049,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,49,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290491,202608290492,202608290493,202608290494
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_LOW_R050,EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,50,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202608290501,202608290502,202608290503,202608290504
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R001,MLE_BASE,LOCAL_WINDOW_HPP_BASE,1,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290011,202609290012,202609290013,202609290014
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R002,MLE_BASE,LOCAL_WINDOW_HPP_BASE,2,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290021,202609290022,202609290023,202609290024
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R003,MLE_BASE,LOCAL_WINDOW_HPP_BASE,3,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290031,202609290032,202609290033,202609290034
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R004,MLE_BASE,LOCAL_WINDOW_HPP_BASE,4,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290041,202609290042,202609290043,202609290044
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R005,MLE_BASE,LOCAL_WINDOW_HPP_BASE,5,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290051,202609290052,202609290053,202609290054
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R006,MLE_BASE,LOCAL_WINDOW_HPP_BASE,6,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290061,202609290062,202609290063,202609290064
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R007,MLE_BASE,LOCAL_WINDOW_HPP_BASE,7,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290071,202609290072,202609290073,202609290074
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R008,MLE_BASE,LOCAL_WINDOW_HPP_BASE,8,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290081,202609290082,202609290083,202609290084
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R009,MLE_BASE,LOCAL_WINDOW_HPP_BASE,9,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290091,202609290092,202609290093,202609290094
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R010,MLE_BASE,LOCAL_WINDOW_HPP_BASE,10,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290101,202609290102,202609290103,202609290104
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R011,MLE_BASE,LOCAL_WINDOW_HPP_BASE,11,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290111,202609290112,202609290113,202609290114
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_BASE_R012,MLE_BASE,LOCAL_WINDOW_HPP_BASE,12,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202609290121,202609290122,202609290123,202609290124
