schema_version,config_id,scenario_id,scenario_family,description,reference_scenario_id,arrival_mode,arrival_rate_per_second,demand_multiplier,arrival_cutoff_seconds,arrival_guard,drain_rule,security_capacity,security_queue_capacity,security_service_distribution,security_service_p1_seconds,immigration_capacity,immigration_queue_capacity,immigration_service_distribution,immigration_service_p1_seconds,queue_policy,automation_mapping_mode,automation_uptake,automation_multiplier,additional_check_semantics,additional_check_probability_conventional,additional_check_probability_technology,additional_check_service_distribution,additional_check_service_p1_seconds,input_sample_id,pilot_replications,master_seed,crn_alignment_status,input_status,calibration_status,claim_ceiling,notes
1.0,OP_RESPONSE_MLE_BASE_S35_I17,CAPACITY_RESPONSE_S35_I17,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 35 Security and 17 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,35,5000,FIXED,21.818181818,17,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S35_I16,CAPACITY_RESPONSE_S35_I16,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 35 Security and 16 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,35,5000,FIXED,21.818181818,16,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S34_I21,CAPACITY_RESPONSE_S34_I21,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 34 Security and 21 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,34,5000,FIXED,21.818181818,21,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S34_I20,CAPACITY_RESPONSE_S34_I20,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 34 Security and 20 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,34,5000,FIXED,21.818181818,20,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S34_I19,CAPACITY_RESPONSE_S34_I19,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 34 Security and 19 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,34,5000,FIXED,21.818181818,19,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S34_I18,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 34 Security and 18 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,34,5000,FIXED,21.818181818,18,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S34_I17,CAPACITY_RESPONSE_S34_I17,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 34 Security and 17 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,34,5000,FIXED,21.818181818,17,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S34_I16,CAPACITY_RESPONSE_S34_I16,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 34 Security and 16 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,34,5000,FIXED,21.818181818,16,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S33_I21,CAPACITY_RESPONSE_S33_I21,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 33 Security and 21 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,33,5000,FIXED,21.818181818,21,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S33_I20,CAPACITY_RESPONSE_S33_I20,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 33 Security and 20 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,33,5000,FIXED,21.818181818,20,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S33_I19,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 33 Security and 19 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,33,5000,FIXED,21.818181818,19,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S33_I18,CAPACITY_RESPONSE_S33_I18,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 33 Security and 18 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,33,5000,FIXED,21.818181818,18,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S33_I17,CAPACITY_RESPONSE_S33_I17,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 33 Security and 17 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,33,5000,FIXED,21.818181818,17,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S33_I16,CAPACITY_RESPONSE_S33_I16,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 33 Security and 16 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,33,5000,FIXED,21.818181818,16,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S32_I21,CAPACITY_RESPONSE_S32_I21,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 32 Security and 21 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,32,5000,FIXED,21.818181818,21,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S32_I20,CAPACITY_RESPONSE_S32_I20,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 32 Security and 20 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,32,5000,FIXED,21.818181818,20,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S32_I19,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 32 Security and 19 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,32,5000,FIXED,21.818181818,19,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S32_I18,CAPACITY_RESPONSE_S32_I18,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 32 Security and 18 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,32,5000,FIXED,21.818181818,18,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S32_I17,CAPACITY_RESPONSE_S32_I17,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 32 Security and 17 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,32,5000,FIXED,21.818181818,17,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S32_I16,CAPACITY_RESPONSE_S32_I16,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 32 Security and 16 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,32,5000,FIXED,21.818181818,16,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S31_I21,CAPACITY_RESPONSE_S31_I21,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 31 Security and 21 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,31,5000,FIXED,21.818181818,21,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S31_I20,CAPACITY_RESPONSE_S31_I20,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 31 Security and 20 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,31,5000,FIXED,21.818181818,20,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
1.0,OP_RESPONSE_MLE_BASE_S31_I19,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE,Exploratory Base-demand response-surface cell with 31 Security and 19 Immigration positions open,REFERENCE_ASSUMPTION_SANDBOX_V1,HPP,1.3642132969720073,1.0,300,5000,FULL_DRAIN,31,5000,FIXED,21.818181818,19,5000,FIXED,13,pooled,DISABLED,0,1,NONE,0,0,UNSET,,LOCAL_WINDOW_HPP_BASE,50,202607290000,PENDING_VALIDATION,FROZEN_RESPONSE_SURFACE_DESIGN,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,"TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1; post-outcome exploratory sensitivity; capacity is concurrently open service positions, not an observed roster; paired interpretation requires exact CRN alignment PASS"
